candidate,mode,target_r,trades,win_rate,gross_pnl_per_share,net_pnl_per_share,net_2bps,net_5bps,net_10bps,net_15bps,average_r,median_r,max_drawdown_per_share,profit_factor,positive_months,negative_months,worst_month_pnl,best_month_pnl,top5_winner_contribution_pct,long_pnl,short_pnl,continuation_pnl,reversal_pnl,buy_hold_pnl_per_share,buy_hold_net_5bps,daily_open_close_long_pnl_per_share,daily_open_close_long_net_5bps
continuation_0.80R,continuation,0.8,89,0.5955056179775281,20.655999999999892,12.24374499999989,17.29109799999989,12.24374499999989,3.831489999999892,-4.58076500000011,0.09015851334433726,0.3483146067415594,12.249999999999972,1.270898360655736,4,1,-5.735999999999933,10.63599999999991,1.0069713400464828,3.6579999999999586,16.997999999999934,20.655999999999892,0,35.99000000000001,35.89508000000001,14.109999999999985,5.525079999999984
continuation_0.75R,continuation,0.75,89,0.6067415730337079,20.027499999999947,11.615244999999945,16.662597999999946,11.615244999999945,3.202989999999947,-5.209265000000055,0.09386463650434085,0.4956521739130351,12.249999999999972,1.2692230138459462,4,1,-6.167499999999933,12.359999999999957,0.9736612158282416,2.5174999999999557,17.50999999999999,20.027499999999947,0,35.99000000000001,35.89508000000001,14.109999999999985,5.525079999999984
hybrid_0.75R,hybrid,0.75,89,0.5842696629213483,19.212499999999807,10.796084999999806,15.845933999999808,10.796084999999806,2.3796699999998068,-6.036745000000195,0.15423422385465588,0.384858044164039,7.649999999999977,1.3130091234929906,4,1,-2.2424999999999784,6.502500000000026,0.922446324007818,-2.940000000000225,22.152500000000032,17.002499999999856,2.209999999999951,35.99000000000001,35.89508000000001,14.109999999999985,5.525079999999984
hybrid_0.80R,hybrid,0.8,89,0.5730337078651685,18.469999999999743,10.053584999999742,15.103433999999742,10.053584999999742,1.6371699999997427,-6.779245000000259,0.14434832541375336,0.3483146067415594,7.649999999999977,1.2920619860847518,4,1,-1.914999999999992,7.834000000000003,1.0234975636166912,-2.450000000000216,20.91999999999996,16.259999999999792,2.209999999999951,35.99000000000001,35.89508000000001,14.109999999999985,5.525079999999984
continuation_0.50R,continuation,0.5,89,0.6741573033707865,15.134999999999877,6.722744999999877,11.770097999999876,6.722744999999877,-1.689510000000123,-10.101765000000123,0.07720590745518631,0.4999999999999948,10.0,1.2405053233751766,3,2,-1.0799999999999557,9.69999999999996,0.9557317476048973,1.2949999999998738,13.840000000000003,15.134999999999877,0,35.99000000000001,35.89508000000001,14.109999999999985,5.525079999999984
continuation_1.00R,continuation,1.0,89,0.5617977528089888,9.769999999999982,1.3577449999999802,6.40509799999998,1.3577449999999802,-7.054510000000017,-15.46676500000002,0.0398971601046398,0.12015503875969155,12.249999999999972,1.1179239589619792,3,2,-5.07000000000005,11.279999999999944,2.3172978505629507,0.8900000000000432,8.879999999999939,9.769999999999982,0,35.99000000000001,35.89508000000001,14.109999999999985,5.525079999999984
