train_start,train_end,test_month,selected_candidate,train_gross_pnl_per_share,train_trades,test_gross_pnl_per_share,test_net_pnl_per_share,test_net_10bps,test_trades,test_win_rate,test_max_drawdown_per_share,test_buy_hold_pnl_per_share,test_daily_open_close_long_pnl_per_share
2026-01-01,2026-02-28,2026-03,hybrid_0.80R,15.182999999999936,38,1.7189999999999372,-0.24870500000006307,-2.2164100000000633,22,0.5909090909090909,4.930000000000035,-0.6499999999999773,0.9500000000000455
2026-01-01,2026-03-31,2026-04,hybrid_0.80R,16.901999999999873,60,3.482999999999862,1.5317199999998616,-0.41956000000013866,20,0.5,7.2400000000000375,23.52000000000001,29.360000000000014
2026-01-01,2026-04-30,2026-05,continuation_0.80R,26.391999999999825,80,-5.735999999999933,-6.676549999999933,-7.617099999999932,9,0.5555555555555556,12.249999999999972,24.55000000000001,15.249999999999972
